Banco;Data;CAR;NPL;OEA;NPM;ROA;ROE;LDR;GAP;PIB;LNAtivo
SANTANDER ;2016-09-01;0.176;0.030768834;0.061619023;0.068671786;0.002279937;0.023652362;1.36181043;0.342221243;14.27115344;20.31645292
SANTANDER ;2016-12-01;0.163;0.029004061;0.063110941;0.071820499;0.00447763;0.052186171;1.333856066;0.348441366;14.30588283;20.37555103
SANTANDER ;2017-03-01;0.163;0.029004061;0.063110941;0.071820499;0.00447763;0.052186171;1.333856066;0.348441366;14.27670613;20.37555103
SANTANDER ;2017-06-01;0.1649;0.031660511;0.071906059;0.097118902;0.005871686;0.060585996;1.110184267;0.416201012;14.30466464;20.30378211
SANTANDER ;2017-09-01;0.1615;0.033279308;0.06756957;0.084933489;0.002824404;0.029455759;0.985883859;0.405842418;14.31541941;20.33885065
SANTANDER ;2017-12-01;0.1585;0.033467128;0.081352761;0.118358485;0.006572507;0.072528334;1.0095136;0.392665516;14.35783601;20.34822741
SANTANDER ;2018-03-01;0.153;0.03041352;0.084105804;0.14886308;0.003998062;0.044642994;0.97053775;0.405220637;14.33482029;20.40493865
SANTANDER ;2018-06-01;0.1476;0.029618468;0.069078979;0.16687725;0.008106828;0.090721693;0.918303361;0.419526695;14.36562593;20.42505737
SANTANDER ;2018-09-01;0.1526;0.031824853;0.072629859;0.173356459;0.004075803;0.04591116;0.910687871;0.385693253;14.38555011;20.46590671
SANTANDER ;2018-12-01;0.1504;0.028736023;0.074034471;0.175027879;0.008240085;0.097560549;0.904980775;0.366547712;14.41516211;20.5106989
SANTANDER ;2019-03-01;0.1543;0.033404764;0.073452362;0.165082836;0.004320733;0.048865152;0.937774988;0.387352128;14.38401982;20.50709884
SANTANDER ;2019-06-01;0.162;0.030430972;0.076189356;0.169148047;0.008292895;0.094468845;0.895641513;0.375017909;14.42220948;20.54560072
SANTANDER ;2019-09-01;0.1623;0.031627596;0.061685335;0.17620307;0.004434485;0.048532643;0.97401273;0.40477237;14.44890933;20.54747186
SANTANDER ;2019-12-01;0.15;0.0275768;0.071444738;0.190927282;0.008826737;0.104437597;0.955173068;0.388504804;14.46940794;20.57210193
SANTANDER ;2020-03-01;0.1377;0.02700704;0.034191293;0.174442632;0.00384011;0.051549167;0.953139851;0.400842871;14.42737339;20.72645199
SANTANDER ;2020-06-01;0.144;0.019040972;0.042489618;0.134325616;0.00596049;0.077750248;0.827080584;0.428769545;14.35127852;20.71306827
SANTANDER ;2020-09-01;0.1512;0.018210348;0.074288942;0.213362424;0.003901571;0.048449565;0.802583924;0.450630989;14.45300496;20.70773624
